name,online_order,book_table,rate,sentiment,votes,location,rest_type,cuisines_cleaned,approx_cost(for two people),listed_in(type),online_order_label,book_table_label
Taruni Foods,0,0,3.7,Good,0,29,78,"Andhra, Biryani",300.0,2,No,No
NEW SUNRISE RESTAURANTS,0,0,2.7,Bad,39,29,27,"North Indian, Chinese, Biryani",500.0,2,No,No
The Maori - Aurick Boutique Hotel,0,0,3.5,Good,44,29,27,"Chinese, North Indian",1000.0,2,No,No
Singh Da Dhaba,0,0,3.3,Good,5,0,78,North Indian,400.0,2,No,No
Amaravati Grand,0,0,3.4,Good,7,0,27,"Chinese, Andhra, Mangalorean",550.0,2,No,No
Sea Horse,0,0,3.4,Good,9,29,27,"Seafood, Chinese, South Indian, North Indian",500.0,2,No,No
Nati Biriyani Mane,0,0,3.2,Good,4,29,92,"Biryani, South Indian",200.0,2,No,No
Night Panda,0,0,2.9,Bad,39,29,92,"Fast Food, North Indian, Chinese",500.0,2,No,No
North Indian Meals,0,0,3.2,Good,5,29,92,North Indian,300.0,2,No,No
E2 - EntrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e Envoy,0,0,3.5,Good,13,0,39,"Chinese, North Indian, Biryani",550.0,2,No,No
BongHomie,0,0,3.4,Good,10,0,92,"Bengali, North Indian",300.0,2,No,No
Kombo King,0,0,3.7,Good,0,0,39,"North Indian, South Indian",300.0,2,No,No
Owly,0,0,3.7,Good,27,40,39,"Fast Food, North Indian",350.0,2,No,No
Chilli N Chicken,0,0,3.2,Good,4,29,78,Andhra,400.0,2,No,No
Hungry Nights,0,0,3.0,Good,54,0,92,"Chinese, North Indian",300.0,2,No,No
Night Bell,0,0,3.1,Good,53,80,39,"Fast Food, North Indian",450.0,2,No,No
Uttara Karanataka Mess,0,0,3.3,Good,5,29,65,South Indian,200.0,2,No,No
Swad Restaurant,1,0,3.7,Good,115,0,27,"Chinese, North Indian",550.0,2,Yes,No
Moms Flavor,0,0,3.7,Good,0,29,39,"North Indian, Chinese",400.0,2,No,No
Sri's Kitchen,0,0,3.7,Good,0,29,91,"North Indian, South Indian, Chinese",300.0,2,No,No
Ghar Ki Rasoi,1,0,1.0,Bad,0,48,39,"North Indian, South Indian",300.0,2,Yes,No
Midnight Restro,1,0,3.4,Good,55,0,39,"North Indian, Fast Food",500.0,2,Yes,No
Swad Plaza,1,0,3.4,Good,6,0,78,"North Indian, Chinese",400.0,2,Yes,No
Red Bawarchi,1,0,3.0,Good,21,0,39,"Biryani, Chinese, North Indian",600.0,2,Yes,No
Flavour of China,1,0,3.8,Good,254,0,27,Chinese,550.0,2,Yes,No
Status,0,0,3.3,Good,67,3,27,"North Indian, Chinese",600.0,2,No,No
BTM Bawarchi Biryani,1,0,3.5,Good,132,0,92,"Biryani, North Indian, Chinese",600.0,2,Yes,No
New Grand Restaurant,1,0,3.1,Good,11,0,27,"North Indian, South Indian, Biryani",500.0,2,Yes,No
Food Geek,1,0,3.8,Good,25,4,78,"Sandwich, Fast Food, Rolls",350.0,2,Yes,No
Natuna Seafood House,1,0,4.2,Excellent,76,45,78,Seafood,450.0,2,Yes,No
Happy Chopsticks,1,0,3.6,Good,17,4,78,"Chinese, Fast Food",300.0,2,Yes,No
Spicy World,1,0,3.4,Good,7,29,92,North Indian,200.0,2,Yes,No
Bhandary's Kitchen,1,0,3.6,Good,16,47,39,North Indian,300.0,2,Yes,No
Hungry Stone,1,0,3.7,Good,0,45,92,"North Indian, Chinese, Italian, Thai",300.0,2,Yes,No
Perch,1,0,3.7,Good,0,0,78,Italian,350.0,2,Yes,No
Melt - Eden Park,1,1,4.0,Excellent,347,29,27,"North Indian, Chinese, Thai, Mughlai, Seafood",1000.0,2,Yes,Yes
Combo Box,1,0,3.0,Good,20,47,92,"North Indian, Biryani, Chinese",500.0,2,Yes,No
Desi Vibes,1,0,3.7,Good,46,0,27,"North Indian, Chinese",600.0,2,Yes,No
Gharelu Zaika,1,0,3.7,Good,22,29,39,North Indian,250.0,2,Yes,No
Eshanya,1,1,4.1,Excellent,1080,32,27,"North Indian, Chinese",1000.0,2,Yes,Yes
HungerLoft,1,0,2.6,Bad,109,0,27,"North Indian, Chinese, Arabian",800.0,2,Yes,No
Banana Beach Bar,1,1,3.7,Good,1014,46,8,"Continental, Chinese",1300.0,2,Yes,Yes
Billionaires Cafe,0,0,3.8,Good,47,45,19,"Cafe, Italian",600.0,2,No,No
Mangalore Lunch Home,1,0,3.6,Good,42,0,78,"North Indian, South Indian, Mangalorean",250.0,2,Yes,No
Kulfi & More,1,0,3.7,Good,47,0,40,"Ice Cream, Beverages",200.0,2,Yes,No
Sagar Fast Food,1,0,3.7,Good,67,0,78,"South Indian, Chinese, North Indian",300.0,2,Yes,No
Siddique Kabab Centre,1,0,3.1,Good,68,32,78,"Mughlai, Kebab, Chinese",550.0,2,Yes,No
Shake The Shake,1,0,3.7,Good,0,0,14,Juices,200.0,2,Yes,No
Kallummakkaya,1,0,3.7,Good,0,0,78,"South Indian, North Indian",200.0,2,Yes,No
Dice N Dine,1,1,4.3,Excellent,1805,45,29,"Continental, Cafe, Italian, Fast Food, Steak",900.0,2,Yes,Yes
Dakshin Kitchen,1,0,3.6,Good,15,4,78,South Indian,100.0,2,Yes,No
South Kitchen,1,0,4.3,Excellent,276,4,78,South Indian,100.0,2,Yes,No
Homely Curries & Pickles,1,0,3.4,Good,49,0,78,"Biryani, Andhra",300.0,2,Yes,No
Just Bite@Late Night,1,0,3.0,Good,0,0,39,"Sandwich, Fast Food, Burger, Rolls",300.0,2,Yes,No
Hyderabadi Biryani Flames,1,0,3.7,Good,0,0,92,"Biryani, Andhra",300.0,2,Yes,No
Maxpresso,1,0,4.1,Excellent,323,47,19,"Cafe, American, Italian, Beverages",700.0,2,Yes,No
Cafe Fattoush,1,0,3.8,Good,24,0,19,"Cafe, Lebanese",700.0,2,Yes,No
Sandwich Shop,1,0,2.9,Bad,47,29,39,"Fast Food, Burger, Sandwich",400.0,2,Yes,No
Juice Fresco,1,0,3.4,Good,7,44,14,Beverages,150.0,2,Yes,No
The Lassi Park,1,0,4.1,Excellent,184,32,78,"Juices, Desserts",200.0,2,Yes,No
Durbar Greens Family Restaurant,1,0,3.6,Good,10,25,27,"North Indian, Chinese, South Indian",700.0,2,Yes,No
Cool Bites,1,0,3.7,Good,0,44,78,"Fast Food, Juices",200.0,2,Yes,No
The Cravery,1,0,2.6,Bad,18,29,19,Cafe,500.0,2,Yes,No
Sids Cafe,1,0,3.7,Good,0,45,78,Fast Food,200.0,2,Yes,No
Tongue Twisters,1,0,3.5,Good,283,0,78,"Bengali, North Indian, Oriya",350.0,2,Yes,No
Kapoor's Biriyani,1,0,3.3,Good,334,0,78,"Biryani, North Indian",400.0,2,Yes,No
Upahara Darshini,1,0,3.9,Good,40,4,27,"North Indian, Chinese, South Indian, Fast Food",600.0,2,Yes,No
The Juicy,1,0,3.5,Good,13,29,14,"Beverages, Juices",100.0,2,Yes,No
Akshaya Grand,1,0,3.4,Good,29,0,27,North Indian,750.0,2,Yes,No
Targaryen's Kitchen,1,0,3.6,Good,43,29,27,"Chinese, North Indian, Mughlai",600.0,2,Yes,No
Shri Vinayaka Ice N Juice,1,0,3.7,Good,17,32,78,"Fast Food, Beverages",200.0,2,Yes,No
Nile Garden Restaurant,1,0,2.6,Bad,33,0,27,"North Indian, Fast Food, Chinese, Beverages",500.0,2,Yes,No
The Biriyani Factory,1,0,3.1,Good,30,0,78,"North Indian, Biryani",500.0,2,Yes,No
GFC Biryani,1,0,3.7,Good,0,0,78,Biryani,300.0,2,Yes,No
Super Thali,1,0,3.7,Good,0,0,92,North Indian,450.0,2,Yes,No
Desi Cream Junction,1,1,3.7,Good,36,32,27,"Chinese, North Indian, Pizza, Italian",650.0,2,Yes,Yes
Breaktime Brew,1,0,3.7,Good,24,47,19,Cafe,550.0,2,Yes,No
Kickin Burger,1,0,3.1,Good,22,32,78,Fast Food,400.0,2,Yes,No
Kopper Kadai,1,1,4.1,Excellent,1697,45,27,"North Indian, Chinese",1200.0,2,Yes,Yes
Grow Fit,1,0,3.6,Good,16,29,92,"Healthy Food, North Indian, Thai",500.0,2,Yes,No
Baker's Glove,1,0,3.4,Good,8,32,6,"Desserts, Bakery",550.0,2,Yes,No
Limra Hotel,1,0,3.3,Good,26,0,78,"Chinese, North Indian",300.0,2,Yes,No
Calvin's,1,0,3.8,Good,431,45,46,Desserts,800.0,2,Yes,No
Elmas Restaurant,1,0,3.5,Good,34,47,27,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian",650.0,2,Yes,No
Upahara Sagar,0,0,3.0,Good,25,32,78,"South Indian, North Indian, Chinese",300.0,2,No,No
Fritz Haber,1,0,3.4,Good,4,80,39,"Ice Cream, Desserts",450.0,2,Yes,No
Chawla's 2 Online.com,1,0,3.7,Good,0,22,39,North Indian,800.0,2,Yes,No
Namms Cafe,1,0,3.2,Good,8,42,39,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian",300.0,2,Yes,No
Bajji House,1,0,3.5,Good,7,22,78,Street Food,100.0,2,Yes,No
Polar Bear,1,0,5.0,Excellent,0,10,40,Ice Cream,150.0,2,Yes,No
Om Sweets & Snacks,0,0,3.9,Good,34,45,88,"Mithai, Oriya, Bengali",150.0,2,No,No
Bottle Breacher,0,1,4.2,Excellent,1197,29,33,"Italian, Continental",1200.0,2,No,Yes
K27 - The Pub,0,0,3.1,Good,30,1,8,"Chinese, North Indian",1000.0,2,No,No
Darbar,0,0,3.0,Good,98,1,8,"North Indian, Chinese",800.0,2,No,No
VEGeatz,1,0,3.4,Good,19,1,78,"South Indian, North Indian",200.0,2,Yes,No
House of Tasty Food,1,0,3.7,Good,0,90,78,North Indian,400.0,2,Yes,No
The Little Kitchen,1,0,3.5,Good,11,29,78,"Chinese, North Indian",300.0,2,Yes,No
Super Chef's (New Royal treat),0,0,3.0,Good,0,3,78,"North Indian, Chinese, South Indian",400.0,2,No,No
Heritage Cafe,1,0,3.6,Good,11,32,78,"Fast Food, Tea",200.0,2,Yes,No
Chef Master,1,0,3.8,Good,75,32,78,"Kerala, North Indian, Chinese",300.0,2,Yes,No
Adithya,1,0,3.2,Good,9,32,78,"North Indian, Chinese",400.0,2,Yes,No
Akshaya Sweets & Chats,1,0,5.0,Excellent,0,32,88,"Mithai, Street Food",200.0,2,Yes,No
Crystal Grandeur,1,0,3.7,Good,0,32,27,"North Indian, Chinese, Continental",600.0,2,Yes,No
Berry'd Alive,1,0,4.3,Excellent,1899,45,40,Desserts,400.0,2,Yes,No
Pabrai's Fresh & Naturelle Icecreams,1,0,3.9,Good,128,45,40,"Ice Cream, Desserts",200.0,2,Yes,No
Eat Sleep Eat Repeat,1,0,3.5,Good,16,45,78,"Chinese, North Indian, Continental",200.0,2,Yes,No
Nourich,1,1,4.3,Excellent,0,29,27,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",800.0,2,Yes,Yes
Checkpost,1,0,4.1,Excellent,957,29,27,"South Indian, Seafood, North Indian, Beverages",600.0,2,Yes,No
Dr. Sheesha,0,1,4.1,Excellent,1453,29,19,"Cafe, Chinese, Continental, Italian",800.0,2,No,Yes
BEIR,1,0,4.4,Excellent,0,3,27,"Mexican, American",800.0,2,Yes,No
Peppy Peppers,0,0,4.2,Excellent,256,1,27,"Italian, North Indian, Mexican",800.0,2,No,No
Roving Feast,0,0,4.0,Excellent,1048,1,78,"Italian, Continental, Fast Food, Chinese, Momos",450.0,2,No,No
Apsara Ice Cream,0,0,4.2,Excellent,251,29,40,"Ice Cream, Desserts",200.0,2,No,No
Wudfyr,1,0,5.0,Excellent,0,29,78,"Fast Food, Italian, North Indian, Steak",700.0,2,Yes,No
Navya Andhra Style Restaurant,0,0,3.5,Good,12,25,39,"North Indian, South Indian",200.0,2,No,No
Bakers Day,0,0,3.9,Good,48,4,0,"Bakery, Desserts",200.0,2,No,No
Re Malnad Nati Style Hotel,1,0,3.6,Good,16,29,27,South Indian,400.0,2,Yes,No
Anjappar,0,0,3.1,Good,97,29,27,"Chettinad, South Indian",650.0,2,No,No
Malabar Cafe,1,0,3.3,Good,4,3,78,"South Indian, Kerala, Biryani",400.0,2,Yes,No
B2D Indori Dhaba,0,0,3.7,Good,0,0,78,North Indian,100.0,2,No,No
Al Hayath,0,0,3.5,Good,17,0,78,"North Indian, Chinese",200.0,2,No,No
Eat N Pack,0,0,3.7,Good,0,0,78,Kerala,150.0,2,No,No
Alfa Family Restaurant,0,0,3.0,Good,29,90,78,"North Indian, Arabian, Chinese",400.0,2,No,No
Public Cafe,0,0,2.0,Bad,0,29,39,Continental,700.0,2,No,No
Vasantha Grand,0,0,3.7,Good,0,29,78,"South Indian, North Indian, Chinese",250.0,2,No,No
Smooth,0,0,3.7,Good,0,3,53,"Desserts, Ice Cream",200.0,2,No,No
Amjad Bhai's Star Hotel - Home Food Only,0,0,3.7,Good,0,0,78,"North Indian, South Indian",300.0,2,No,No
Hungry Lion,0,0,3.0,Good,16,90,78,"Street Food, Beverages",200.0,2,No,No
The Crazy Wall,0,0,5.0,Excellent,0,29,78,"Fast Food, Beverages, Sandwich",600.0,2,No,No
Avon Bar & Kitchen,0,0,3.7,Good,104,0,27,"Andhra, Chinese, North Indian",700.0,2,No,No
Sree Banashankari Donne Biriyani,1,0,3.7,Good,0,67,78,"North Indian, Kebab",250.0,2,Yes,No
Cafe Arabica,0,0,3.8,Good,69,3,20,"Cafe, Bakery",700.0,2,No,No
Arun Icecreams,0,0,3.4,Good,6,29,40,Ice Cream,200.0,2,No,No
Upahar Sagar,0,0,3.8,Good,39,1,78,"South Indian, Chinese, North Indian",350.0,2,No,No
Bangalore Pizza & Pulse Juice Bar,0,0,3.7,Good,0,3,53,"Juices, Pizza",500.0,2,No,No
New Shanthi Sagar,0,0,3.0,Good,0,0,92,"South Indian, North Indian, Chinese, Street Food",300.0,2,No,No
Eat N Drink,0,0,3.8,Good,87,0,78,Fast Food,250.0,2,No,No
Cariocake,0,0,3.9,Good,56,29,0,"Bakery, Desserts",350.0,2,No,No
Stop N Joy,0,0,3.7,Good,0,0,78,"Street Food, Beverages",150.0,2,No,No
Sugar Stars Co,0,0,5.0,Excellent,0,4,0,"Bakery, Desserts",300.0,2,No,No
Vijaya Sagar,0,0,3.6,Good,15,90,78,"South Indian, North Indian, Chinese",300.0,2,No,No
Costal Kadai,0,0,3.7,Good,0,29,78,South Indian,300.0,2,No,No
California Burrito,0,0,3.3,Good,9,29,53,"Mexican, Fast Food",400.0,2,No,No
Daily Bread,0,0,3.2,Good,63,29,6,"Bakery, Fast Food, Italian",600.0,2,No,No
SS Hot Dhum Briyani Point,0,0,3.7,Good,0,0,78,"North Indian, Chinese, South Indian",200.0,2,No,No
Jaganath Restaurant And Hotel,0,0,3.2,Good,8,29,78,North Indian,300.0,2,No,No
Beach Hut,0,0,3.5,Good,134,29,27,"North Indian, Chinese",650.0,2,No,No
Multi Kitchen,0,0,4.5,Excellent,0,0,78,"North Indian, Chinese",300.0,2,No,No
Sri Brahmi Kuteera,0,0,5.0,Excellent,0,29,78,South Indian,150.0,2,No,No
Multi Cakes,0,0,3.7,Good,44,29,40,"Bakery, Desserts",200.0,2,No,No
Chatar Patar,0,0,3.7,Good,65,1,78,"Fast Food, Street Food",300.0,2,No,No
Cake Art,0,0,2.9,Bad,27,29,6,Bakery,400.0,2,No,No
The Sandesh Factory,0,0,3.2,Good,4,3,88,"Mithai, Desserts",150.0,2,No,No
4671 Indian Coastal Cuisine,0,0,3.7,Good,0,3,53,"Seafood, Mangalorean, Kerala",600.0,2,No,No
Kitchen King,0,0,1.0,Bad,0,3,78,"South Indian, North Indian, Chinese",250.0,2,No,No
Khanapur Express,0,0,5.0,Excellent,0,29,78,"North Indian, Rajasthani",500.0,2,No,No
TeaChaTe Express,0,0,3.7,Good,0,29,78,"Fast Food, Tea",150.0,2,No,No
Chat Junction,0,0,1.0,Bad,0,29,78,"Street Food, Fast Food",250.0,2,No,No
SAATHVIK Cafe Chats,0,0,3.7,Good,0,29,78,"North Indian, Street Food",250.0,2,No,No
Hungry Hub,0,0,3.7,Good,0,29,92,Fast Food,300.0,2,No,No
Sri Venkateswara Andra Mess,0,0,3.7,Good,0,0,78,South Indian,120.0,2,No,No
Wellness Cafe,0,0,5.0,Excellent,0,3,19,"Cafe, Healthy Food",400.0,2,No,No
Holige Mane,0,0,3.7,Good,0,0,78,South Indian,150.0,2,No,No
Victoria Terminus,0,0,3.7,Good,0,4,78,"Fast Food, Maharashtrian",250.0,2,No,No
Rolls On Wheels,0,0,2.8,Bad,127,0,78,"Fast Food, Rolls, Momos",300.0,2,No,No
Thayee Touch,0,0,3.6,Good,30,29,27,"North Indian, Chinese, South Indian",450.0,2,No,No
Good Bread,0,0,3.6,Good,14,29,0,"Bakery, Desserts",300.0,2,No,No
Harshi Super Sandwich,0,0,3.8,Good,149,4,78,"Fast Food, Street Food",150.0,2,No,No
Sri Banashankari Biryani Kabab Centre,0,0,3.7,Good,0,3,78,"Biryani, Fast Food",100.0,2,No,No
Sofiya Cakes,0,0,5.0,Excellent,0,0,0,"Bakery, Desserts",300.0,2,No,No
Oveanly,0,0,5.0,Excellent,0,0,39,Bakery,200.0,2,No,No
Flying Cakes,0,0,3.7,Good,0,29,0,Bakery,500.0,2,No,No
Tandoor Dum,0,0,3.7,Good,0,29,27,North Indian,600.0,2,No,No
Home Treats,0,0,3.7,Good,0,29,92,"Bakery, Desserts",250.0,2,No,No
Y Not Shawarma,0,0,5.0,Excellent,0,0,78,Arabian,300.0,2,No,No
Foodiction,0,0,3.7,Good,0,0,78,"North Indian, Fast Food, Burger",500.0,2,No,No
Foodies Club,1,0,3.4,Good,5,0,78,"South Indian, Chinese, North Indian, Sandwich, Rolls",300.0,2,Yes,No
Homifoo,0,0,3.7,Good,0,0,78,North Indian,300.0,2,No,No
Ministry of Burger,0,0,3.7,Good,0,29,39,Continental,500.0,2,No,No
It's My Meal Food Service,0,0,3.7,Good,0,22,39,"North Indian, Chinese",300.0,2,No,No
Smack Cafe,0,0,3.7,Good,0,41,19,Cafe,400.0,2,No,No
Udupi Park Inn,0,0,3.7,Good,0,29,78,"South Indian, North Indian, Chinese",150.0,2,No,No
Mast Kalandar,0,0,2.3,Bad,176,29,27,North Indian,450.0,2,No,No
RP Sweets,0,0,3.4,Good,9,0,88,Mithai,300.0,2,No,No
Jiyo Natural,0,0,3.6,Good,14,80,39,"Healthy Food, North Indian",300.0,2,No,No
Hearts Unlock Cafe,0,0,3.2,Good,11,0,19,"Cafe, Healthy Food",500.0,2,No,No
Food Junction,0,0,3.5,Good,42,0,78,"North Indian, Chinese, Street Food, Biryani",400.0,2,No,No
Hotel Orchid,0,0,3.7,Good,0,0,27,"North Indian, South Indian, Chinese, Kerala",500.0,2,No,No
Shaahi Mezbaan Restaurant,0,0,3.1,Good,9,0,78,North Indian,350.0,2,No,No
Little Shangai,0,0,3.3,Good,4,3,53,"Chinese, North Indian, Fast Food",400.0,2,No,No
Dash In,0,0,3.1,Good,53,0,27,"North Indian, Chinese, Kerala",600.0,2,No,No
Bruncherz,0,0,3.5,Good,15,0,78,"North Indian, Chinese",200.0,2,No,No
SVR Foods - Night Ka Khana,0,0,3.5,Good,15,29,39,"North Indian, South Indian",400.0,2,No,No
Cafe Hush,0,0,3.6,Good,22,0,19,"Cafe, Fast Food",500.0,2,No,No
What the Food,0,0,3.6,Good,38,0,78,"North Indian, Chinese, Fast Food",250.0,2,No,No
Targaryen's Kitchen,0,0,3.6,Good,25,29,27,"North Indian, Bengali, Chinese",550.0,2,No,No
Snaxup Restaurant,0,0,3.5,Good,31,0,78,"North Indian, Fast Food, Beverages",300.0,2,No,No
Suji's Kitchen,0,0,3.7,Good,0,29,78,"South Indian, North Indian",300.0,2,No,No
Durbari Restaurant,0,0,3.2,Good,4,29,27,"North Indian, Chinese, Mughlai",600.0,2,No,No
New Farm Fresh,0,0,3.6,Good,34,0,78,"Italian, Pizza",650.0,2,No,No
Hot Burg,0,0,3.5,Good,14,0,78,"Fast Food, Juices",300.0,2,No,No
Chai Mane,0,0,3.2,Good,6,4,17,"Beverages, Sandwich",100.0,2,No,No
Amrutha Mess,0,0,3.4,Good,5,0,78,Kerala,300.0,2,No,No
Stories - The Kitchen,0,0,3.7,Good,0,29,92,"Chinese, BBQ, North Indian, Fast Food",500.0,2,No,No
Hari Super Sandwich,0,0,1.0,Bad,0,1,92,"Sandwich, Pizza, Beverages",200.0,2,No,No
Yummy Momos,1,0,3.2,Good,4,29,59,"Chinese, Tibetan, Fast Food",200.0,2,Yes,No
Sandwich Manne,0,0,3.7,Good,0,29,78,Fast Food,250.0,2,No,No
Top Foam Parantha Roll & Juice Centre,0,0,3.5,Good,13,0,78,"North Indian, Chinese, Fast Food, Rolls",300.0,2,No,No
Ambur Azad Darbar,0,0,3.2,Good,6,0,78,"North Indian, Fast Food, Biryani",250.0,2,No,No
Oggarne,0,0,3.2,Good,13,90,92,"South Indian, North Indian, Chinese",300.0,2,No,No
Amravathi Restaurants & Caterers,0,0,3.1,Good,6,0,78,"North Indian, Chinese",400.0,2,No,No
Cakoholic,0,0,3.7,Good,0,4,0,"Bakery, Desserts",650.0,2,No,No
Kwality Wall's Swirl's Happiness Station,0,0,2.9,Bad,25,1,40,"Ice Cream, Desserts",200.0,2,No,No
Hotel Muthu,0,0,3.0,Good,0,3,78,South Indian,200.0,2,No,No
Malnad Military Hotel,0,0,3.7,Good,0,0,78,"South Indian, Chinese",350.0,2,No,No
Mane Biryani,0,0,3.7,Good,0,29,92,Biryani,250.0,2,No,No
Cake N Cookies,0,0,3.7,Good,0,29,0,Bakery,350.0,2,No,No
Watheen Nuts,0,0,3.7,Good,0,0,92,Desserts,400.0,2,No,No
Tasty Restaurant,0,0,3.7,Good,0,29,78,"Kerala, South Indian, Chinese",300.0,2,No,No
Hotel Ambara,0,0,3.7,Good,0,29,27,South Indian,500.0,2,No,No
Biryani Treat,0,0,3.7,Good,0,29,92,Biryani,400.0,2,No,No
Best Biryani,0,0,3.7,Good,0,29,78,"North Indian, Biryani, Desserts",300.0,2,No,No
UKIYO,0,0,3.7,Good,0,0,17,"Beverages, Sandwich, Chinese",300.0,2,No,No
Tandoori Spot,0,0,3.5,Good,13,29,78,"North Indian, Chinese",500.0,2,No,No
Night Hunger,0,0,3.1,Good,6,29,39,North Indian,350.0,2,No,No
Shater Grill House,0,0,3.5,Good,8,0,27,"North Indian, Arabian, Chinese",700.0,2,No,No
Ghee Rice Family Restaurant,0,0,3.4,Good,16,90,27,"North Indian, Chinese, Biryani",600.0,2,No,No
Iyengar's Bakery,0,0,3.7,Good,0,29,0,"Bakery, Fast Food",600.0,2,No,No
My Chef,0,0,3.7,Good,0,29,39,"North Indian, Chinese",300.0,2,No,No
Nutri Fit,0,0,3.7,Good,0,29,92,Healthy Food,300.0,2,No,No
Cafe Sulaimani,0,0,3.7,Good,0,0,78,"Kerala, South Indian, Biryani",300.0,2,No,No
Padosi Apke Apne,0,0,3.7,Good,0,29,78,"South Indian, Chinese, North Indian",300.0,2,No,No
Foodmagic,0,0,3.7,Good,0,29,78,"North Indian, Chinese",600.0,2,No,No
Swad Desh,0,0,3.7,Good,0,90,78,Andhra,400.0,2,No,No
Floral Bakes,0,0,3.7,Good,0,90,78,"Fast Food, Juices",300.0,2,No,No
Rayalaseema Abhiruchulu,0,0,3.7,Good,0,0,78,"North Indian, South Indian, Chinese",250.0,2,No,No
New Udupi Dharshini,0,0,3.7,Good,0,0,78,"South Indian, Chinese",150.0,2,No,No
Desi Bites,0,0,3.3,Good,4,3,53,Street Food,200.0,2,No,No
Pailwan House,0,0,3.7,Good,0,4,78,"Fast Food, Biryani",350.0,2,No,No
South Indian Kitchen,0,0,3.3,Good,6,29,78,"Asian, BBQ, South Indian, Chinese",300.0,2,No,No
The Fresh Wok,0,0,3.3,Good,10,0,92,Asian,600.0,2,No,No
Mongolian Kitchen,0,0,3.8,Good,30,0,78,"Chinese, Mongolian",300.0,2,No,No
Chill Magic,0,0,3.7,Good,0,29,14,"Juices, Beverages",200.0,2,No,No
Gandharva Family Restaurant,0,0,3.6,Good,36,4,27,"North Indian, Chinese",900.0,2,No,No
Grill N Chill,0,0,3.1,Good,17,0,78,"North Indian, Chinese",400.0,2,No,No
The 90s Hash House,0,0,3.8,Good,63,0,19,Cafe,500.0,2,No,No
Marunadan Kada,0,0,3.3,Good,6,0,78,"Kerala, Tea",250.0,2,No,No
Ambur Hot Dum Biryani,0,0,3.5,Good,21,0,78,Biryani,200.0,2,No,No
Davanagere Benne Dosa,0,0,3.0,Good,0,32,78,South Indian,150.0,2,No,No
Lime Twist,1,0,3.0,Good,0,45,78,"Fast Food, Beverages",150.0,2,Yes,No
Best Shawarmas,1,0,3.7,Good,0,0,39,Rolls,300.0,2,Yes,No
Delhi Food Factory,1,0,1.0,Bad,0,29,39,North Indian,500.0,2,Yes,No
Deja Vu Resto Bar,1,1,4.4,Excellent,2496,3,73,"North Indian, Italian",900.0,2,Yes,Yes
Desi Vdesi,1,0,3.8,Good,50,0,78,"Fast Food, North Indian, Rolls",250.0,2,Yes,No
Green Mango Restaurant,0,0,1.0,Bad,0,0,78,"Kerala, South Indian",300.0,2,No,No
Sk Grand Hotel,0,0,3.2,Good,6,32,78,South Indian,400.0,2,No,No
As On Fire,1,0,3.5,Good,41,80,58,"Pizza, Fast Food, BBQ",400.0,2,Yes,No
Snack Souq,0,0,3.7,Good,0,0,92,"Chinese, Rolls",250.0,2,No,No
Chaai Resto,0,0,2.7,Bad,16,45,14,Beverages,300.0,2,No,No
Pakiza Dilli Darbar Restaurant,1,0,3.2,Good,13,0,78,Biryani,300.0,2,Yes,No
Haji Ali Juice Centre,1,0,4.0,Excellent,152,45,17,"Beverages, Fast Food, Desserts",350.0,2,Yes,No
Red Chilli,1,0,3.2,Good,0,0,78,"Chinese, Biryani",400.0,2,Yes,No
Sree Sagar,1,0,3.5,Good,0,1,78,South Indian,200.0,2,Yes,No
Juice Lounge,1,0,3.1,Good,28,0,14,"Beverages, Healthy Food",250.0,2,Yes,No
Parivar,1,0,3.8,Good,110,32,27,"North Indian, Chinese",500.0,2,Yes,No
Sampoorna,1,0,3.6,Good,70,29,27,"Chinese, North Indian",600.0,2,Yes,No
Sakshi,1,0,3.0,Good,38,3,27,"North Indian, Biryani, Chinese, Seafood",550.0,2,Yes,No
Al Habibi Restaurant,1,0,3.5,Good,17,0,78,"North Indian, Chinese",300.0,2,Yes,No
Sri Krishna Delight,0,0,5.0,Excellent,0,0,78,"North Indian, South Indian",250.0,2,No,No
Dakshin Food Palace,1,0,3.7,Good,43,29,27,"South Indian, North Indian, Chinese",450.0,2,Yes,No
Kamat Swaad,0,0,3.9,Good,194,29,27,"South Indian, North Indian, Chinese",400.0,2,No,No
J Spice,0,0,3.8,Good,59,1,27,"North Indian, Chinese",750.0,2,No,No
Rimo,1,0,3.9,Good,44,45,78,"Tibetan, Asian, Momos",500.0,2,Yes,No
Lassi Magic,1,0,3.5,Good,12,0,14,"Beverages, Sandwich",150.0,2,Yes,No
Special Biriyani,0,0,2.9,Bad,4,29,78,"North Indian, Biryani",300.0,2,No,No
Yum's The Word!,0,0,3.7,Good,0,44,39,Chinese,200.0,2,No,No
Namaste Kitchen,1,0,3.8,Good,172,45,27,"North Indian, South Indian, Chinese",400.0,2,Yes,No
Priya's Punjabi,0,0,3.8,Good,33,48,27,North Indian,400.0,2,No,No
Food Singh,1,0,3.7,Good,0,29,39,North Indian,500.0,2,Yes,No
Sethi's,0,0,3.7,Good,0,29,39,"North Indian, Chinese, BBQ",600.0,2,No,No
BMR Hyderabad Biryani,1,0,3.6,Good,24,0,92,Biryani,400.0,2,Yes,No
